2020-07-31 21:23:54,955 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:23:54 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:35:45,025 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-07-31 21:35:45,123 | INFO  | Listening for connections at ws://0bdf8e15a9f5:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 21:35:45,125 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:35:45,127 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:0bdf8e15a9f5-34643-1596231344279-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:35:45,131 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:35:45,133 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 31402 mb of usable space. - resetting to maximum available disk space: 31402 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:35:45,135 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 31402 mb of usable space. - resetting to maximum available disk space: 31402 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:35:46,017 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 21:35:46,371 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:35:46,373 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:35:46,460 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 21:35:46,776 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 21:35:46,901 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-07-31 21:37:04,040 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:37:04 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:37:05,534 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:37:05,859 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-07-31 21:37:06,046 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:37:06,257 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:143c853f4785-34069-1596231426081-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:37:06,326 | INFO  | Listening for connections at: tcp://143c853f4785:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:37:06,330 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:37:06,337 | INFO  | Listening for connections at: amqp://143c853f4785:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:37:06,340 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:37:06,347 | INFO  | Listening for connections at: stomp://143c853f4785:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:37:06,349 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:37:06,356 | INFO  | Listening for connections at: mqtt://143c853f4785:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:37:06,358 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:37:06,769 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-07-31 21:37:06,890 | INFO  | Listening for connections at ws://143c853f4785:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 21:37:06,892 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:37:06,896 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:143c853f4785-34069-1596231426081-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:37:06,907 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:37:06,911 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 31056 mb of usable space. - resetting to maximum available disk space: 31056 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:37:06,912 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 31056 mb of usable space. - resetting to maximum available disk space: 31056 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:37:07,822 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 21:37:08,206 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:37:08,208 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:37:08,301 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 21:37:08,705 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 21:37:08,807 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-07-31 21:38:26,180 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:38:26 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:38:28,079 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:38:28,191 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:38:28,321 | INFO  | Recovering from the journal @1:503 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:38:28,324 | INFO  | Recovery replayed 10 operations from the journal in 0.123 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:38:28,341 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-07-31 21:38:28,357 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2020-07-31 21:38:28,469 | INFO  | Recovering from the scheduled job journal @1:28 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:38:28,471 | INFO  | Recovery replayed 1 operations from the journal in 0.002 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:38:28,473 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:38:28,567 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:143c853f4785-39689-1596231508364-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:38:28,657 | INFO  | Listening for connections at: tcp://143c853f4785:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:38:28,659 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:38:28,665 | INFO  | Listening for connections at: amqp://143c853f4785:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:38:28,667 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:38:28,672 | INFO  | Listening for connections at: stomp://143c853f4785:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:38:28,674 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:38:28,682 | INFO  | Listening for connections at: mqtt://143c853f4785:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:38:28,684 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:38:29,001 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6d167f58{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-07-31 21:38:29,105 | INFO  | Listening for connections at ws://143c853f4785:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 21:38:29,107 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:38:29,110 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:143c853f4785-39689-1596231508364-1:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:38:29,111 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:38:29,113 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 31010 mb of usable space. - resetting to maximum available disk space: 31010 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:38:29,115 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 31010 mb of usable space. - resetting to maximum available disk space: 31010 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:38:30,098 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 21:38:30,286 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:38:30,287 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:38:30,366 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 21:38:30,770 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 21:38:30,833 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-07-31 21:42:02,289 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:42:02 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:42:03,943 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:42:04,041 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:42:04,160 | INFO  | Recovering from the journal @1:2168 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:42:04,165 | INFO  | Recovery replayed 33 operations from the journal in 0.113 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:42:04,187 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-07-31 21:42:04,202 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2020-07-31 21:42:04,318 | INFO  | Recovering from the scheduled job journal @1:100 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:42:04,320 | INFO  | Recovery replayed 1 operations from the journal in 0.002 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:42:04,323 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:42:04,415 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:143c853f4785-33415-1596231724210-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:42:04,512 | INFO  | Listening for connections at: tcp://143c853f4785:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:42:04,514 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:42:04,521 | INFO  | Listening for connections at: amqp://143c853f4785:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:42:04,523 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:42:04,530 | INFO  | Listening for connections at: stomp://143c853f4785:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:42:04,532 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:42:04,539 | INFO  | Listening for connections at: mqtt://143c853f4785:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:42:04,541 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:42:04,856 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6d167f58{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-07-31 21:42:04,941 | INFO  | Listening for connections at ws://143c853f4785:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 21:42:04,943 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:42:04,945 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:143c853f4785-33415-1596231724210-1:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:42:04,947 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:42:04,950 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 30964 mb of usable space. - resetting to maximum available disk space: 30964 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:42:04,951 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 30964 mb of usable space. - resetting to maximum available disk space: 30964 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:42:05,853 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 21:42:06,034 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:42:06,035 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:42:06,122 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 21:42:06,536 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 21:42:06,600 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-07-31 21:48:46,974 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:48:46 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:48:48,459 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:48:48,545 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:48:48,667 | INFO  | Recovering from the journal @1:6570 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:48:48,673 | INFO  | Recovery replayed 71 operations from the journal in 0.112 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:48:48,693 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-07-31 21:48:48,707 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2020-07-31 21:48:48,818 | INFO  | Recovering from the scheduled job journal @1:172 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:48:48,820 | INFO  | Recovery replayed 1 operations from the journal in 0.002 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:48:48,822 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:48:48,905 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:143c853f4785-41869-1596232128715-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:48:49,057 | INFO  | Listening for connections at: tcp://143c853f4785:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:48:49,059 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:48:49,064 | INFO  | Listening for connections at: amqp://143c853f4785:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:48:49,066 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:48:49,071 | INFO  | Listening for connections at: stomp://143c853f4785:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:48:49,073 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:48:49,080 | INFO  | Listening for connections at: mqtt://143c853f4785:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:48:49,082 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:48:49,356 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@4f5991f6{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-07-31 21:48:49,437 | INFO  | Listening for connections at ws://143c853f4785:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 21:48:49,438 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:48:49,440 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:143c853f4785-41869-1596232128715-1:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:48:49,442 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:48:49,444 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 30918 mb of usable space. - resetting to maximum available disk space: 30918 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:48:49,445 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 30918 mb of usable space. - resetting to maximum available disk space: 30918 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:48:50,230 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 21:48:50,430 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:48:50,432 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:48:50,522 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 21:48:50,884 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 21:48:50,983 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-07-31 21:51:24,948 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:51:24 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:51:26,375 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:51:26,471 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:51:26,590 | INFO  | Recovering from the journal @1:15494 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:51:26,595 | INFO  | Recovery replayed 24 operations from the journal in 0.109 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:51:26,616 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-07-31 21:51:26,630 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2020-07-31 21:51:26,742 | INFO  | Recovering from the scheduled job journal @1:244 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:51:26,745 | INFO  | Recovery replayed 1 operations from the journal in 0.003 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:51:26,747 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:51:26,836 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:143c853f4785-36357-1596232286636-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:51:27,003 | INFO  | Listening for connections at: tcp://143c853f4785:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:51:27,006 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:51:27,011 | INFO  | Listening for connections at: amqp://143c853f4785:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:51:27,013 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:51:27,019 | INFO  | Listening for connections at: stomp://143c853f4785:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:51:27,021 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:51:27,027 | INFO  | Listening for connections at: mqtt://143c853f4785:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:51:27,030 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:51:27,318 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@4f5991f6{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-07-31 21:51:27,399 | INFO  | Listening for connections at ws://143c853f4785:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 21:51:27,400 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:51:27,403 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:143c853f4785-36357-1596232286636-1:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:51:27,404 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:51:27,407 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 30872 mb of usable space. - resetting to maximum available disk space: 30872 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:51:27,409 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 30872 mb of usable space. - resetting to maximum available disk space: 30872 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:51:28,202 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 21:51:28,415 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:51:28,416 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:51:28,501 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 21:51:28,827 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 21:51:28,929 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-07-31 21:52:08,863 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp1860591867-56
2020-07-31 21:55:13,272 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:55:13 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:55:14,797 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:55:14,887 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:55:15,018 | INFO  | Recovering from the journal @1:18825 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:55:15,023 | INFO  | Recovery replayed 43 operations from the journal in 0.122 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:55:15,047 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-07-31 21:55:15,060 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2020-07-31 21:55:15,172 | INFO  | Recovering from the scheduled job journal @1:316 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:55:15,174 | INFO  | Recovery replayed 1 operations from the journal in 0.002 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:55:15,177 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:55:15,272 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:143c853f4785-34271-1596232515067-1:1) is starting | org.apache.activemq.broker.BrokerService | main
